,maker,specific_origin,reference,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin,maker_location_latitude,maker_location_longitude,broad_origin_latitude,broad_origin_longitude
203,Cao,"Porcelana,Batch 5163",1804,2016,70.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
204,Castronovo,"Piaroa,Amazonas,Batch 350",1574,2015,72.0,United States,3.5,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
205,Castronovo,"Guaniamo,Amazonas",1105,2013,70.0,United States,3.25,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
206,Castronovo,Guaniamo,1153,2013,72.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
207,Cello,Venezuela,1251,2014,70.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
208,Chocola'te,Venezuela,647,2011,68.0,United States,3.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
209,Chocolate Con Amor,Ocumare,1764,2016,80.0,United States,3.0,Criollo (Ocumare),Venezuela,37.09024,-95.712891,6.42375,-66.58973
210,Chuao Chocolatier,Choroni,445,2009,61.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
211,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States,2.75,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
212,Dandelion,"Cumboto,farmer Jose Lugo",1026,2013,70.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
213,Dandelion,Patanemo,1026,2013,70.0,United States,3.25,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
214,Dandelion,"Mantuano,2012",1085,2013,70.0,United States,3.5,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
215,DAR,"Venezuela,batch 122",1920,2016,72.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
216,Dark Forest,Ocumare,1550,2015,70.0,United States,3.25,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
217,Davis,Venezuela,1093,2013,70.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
218,Dick Taylor,Mantuano,682,2011,75.0,United States,2.75,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
219,Durci,"Rio Caribe,Tepui Treasure",1626,2015,70.0,United States,3.5,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
220,Durci,"Carenero,Empyrean Sabor",1630,2015,70.0,United States,3.25,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
221,Escazu,Rio Caribe,903,2012,70.0,United States,2.75,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
222,Escazu,Carenero Superior,423,2009,81.0,United States,3.5,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
223,Escazu,Ocumare,252,2008,72.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
224,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,United States,2.5,Criollo (Porcelana),Venezuela,37.09024,-95.712891,6.42375,-66.58973
225,Fresco,"Chuao,#218,MR,MC",745,2011,76.0,United States,3.25,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
226,Fresco,"Chuao,#217,Dominican Republic,MC",745,2011,70.0,United States,4.0,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
227,Fresco,"Carenero Superior,#203,MR,SC",370,2009,65.0,United States,3.5,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
228,Guittard,Ocumare,276,2008,65.0,United States,3.5,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
229,Guittard,Sur del Lago,87,2006,65.0,United States,2.5,"Trinitario, Criollo",Venezuela,37.09024,-95.712891,6.42375,-66.58973
230,hello cocoa,Venezuela,1462,2015,74.0,United States,3.5,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
231,hexx,Venezuela,1546,2015,70.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
232,Kto,Ocumare,1422,2014,72.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
233,L.A. Burdick (Felchlin),Chuao,927,2012,68.0,United States,3.75,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
234,L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
235,L'Amourette,Carenero Superior,833,2012,75.0,United States,3.0,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
236,L'Amourette,Rio Caribe,833,2012,75.0,United States,3.0,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
237,Mana,Venezuela,1219,2014,74.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
238,Mast Brothers,Chuao,999,2012,73.0,United States,2.75,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
239,Mast Brothers,"Chuao,Med Roast",701,2011,76.0,United States,3.0,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
240,Mast Brothers,"Chuao,Dark Roast",709,2011,70.0,United States,3.0,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
241,Mast Brothers,"Chuao,Light Roast",713,2011,81.0,United States,2.75,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
242,Mast Brothers,Patanemo,572,2010,81.0,United States,2.75,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
243,Mast Brothers,Ocumare de la Costa,572,2010,75.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
244,Meadowlands,Venezuela,1287,2014,70.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
245,Middlebury,"Patanemo,Epoch,Donaldo",1490,2015,75.0,United States,3.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
246,Nibble,Patanemo,1526,2015,72.0,United States,2.25,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
247,Noir d' Ebine,Venezuela,837,2012,70.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
248,Nuance,"Canoabo,2013",1458,2015,70.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
249,Patric,"Rio Caribe,Paria Penninsula",439,2009,70.0,United States,3.5,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
250,Potomac,"Cuyagua,2013",1387,2014,70.0,United States,3.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
251,Rogue,"Caranero,Choc Garage Exclusive",1446,2015,70.0,United States,3.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
252,Rogue,Porcelana,1209,2014,80.0,United States,3.75,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
253,Rogue,Rio Caribe,327,2009,70.0,United States,3.5,Trinitario,Venezuela,37.09024,-95.712891,6.42375,-66.58973
254,Scharffen Berger,Cuyagua,135,2007,75.0,United States,3.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
255,Shark Mountain,Cuyagua,1466,2015,77.0,United States,2.75,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
256,Solstice,Amazonas,1157,2013,70.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
257,Tejas,Concepcion*,971,2012,80.0,United States,3.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
258,Theo,"Venezuela; Barinos,Merida,Tachron",188,2007,91.0,United States,2.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
259,Tocoti,Venezuela,789,2011,72.0,United States,2.75,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
260,Violet Sky,Cuyagua,1458,2015,77.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
261,Vivra,Ocumare,1720,2016,70.0,United States,2.5,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
262,Wm,"Guasare,Zulia Prov,2015,batch 124",1912,2016,74.0,United States,3.0,Criollo,Venezuela,37.09024,-95.712891,6.42375,-66.58973
263,Woodblock,Ocumare,741,2011,70.0,United States,4.0,Blend,Venezuela,37.09024,-95.712891,6.42375,-66.58973
264,Beschle (Felchlin),Maracaibo,636,2011,88.0,Switzerland,3.0,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
265,Beschle (Felchlin),"Indigena Amazonia,Grand Cru,Quizas",636,2011,72.0,Switzerland,3.5,Blend,Venezuela,46.818188,8.227512,6.42375,-66.58973
266,Beschle (Felchlin),"Carenero S,Barlovento,Grand Cru",508,2010,70.0,Switzerland,3.25,Trinitario,Venezuela,46.818188,8.227512,6.42375,-66.58973
267,Beschle (Felchlin),"Porcelana,Premier Cru,Quizas No 1",508,2010,74.0,Switzerland,3.25,Criollo (Porcelana),Venezuela,46.818188,8.227512,6.42375,-66.58973
268,Beschle (Felchlin),"Ocumare,Premier Cru,Quizas No 2",508,2010,72.0,Switzerland,3.5,Blend,Venezuela,46.818188,8.227512,6.42375,-66.58973
269,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
270,Idilio (Felchlin),"Chuao,Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela,46.818188,8.227512,6.42375,-66.58973
271,Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
272,Idilio (Felchlin),"Sur del Lago,Amiari Meridena,Zulia,48hr c",725,2011,72.0,Switzerland,3.75,Blend,Venezuela,46.818188,8.227512,6.42375,-66.58973
273,Idilio (Felchlin),"Choroni,Finca Torres,48hr c",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
274,Idilio (Felchlin),"Ocumare,H Cata,48hr c",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
275,Idilio (Felchlin),"Porcelana,Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
276,Idilio (Felchlin),"Ocumare,H Cata,w,nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
277,Idilio (Felchlin),"Carenero Superior,Urrutia,Barlovento",737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela,46.818188,8.227512,6.42375,-66.58973
278,Idilio (Felchlin),"Coopertiva Amazona w,nibs",737,2011,72.0,Switzerland,4.0,Criollo,Venezuela,46.818188,8.227512,6.42375,-66.58973
279,Idilio (Felchlin),"Sur del Lago,Amiari Meridena,Zulia,w,nibs",737,2011,72.0,Switzerland,4.0,Blend,Venezuela,46.818188,8.227512,6.42375,-66.58973
280,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,Blend,Venezuela,40.463667,-3.74922,6.42375,-66.58973
281,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,Blend,Venezuela,40.463667,-3.74922,6.42375,-66.58973
282,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,40.463667,-3.74922,6.42375,-66.58973
283,Ambrosia,Venezuela,1498,2015,70.0,Canada,3.25,Blend,Venezuela,56.130366,-106.346771,6.42375,-66.58973
284,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
285,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
286,Hummingbird,"Ocumare,Cumboto",1097,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela,56.130366,-106.346771,6.42375,-66.58973
287,Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela,56.130366,-106.346771,6.42375,-66.58973
288,Soma,CSB Chama,1594,2015,70.0,Canada,3.5,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
289,Soma,Porcelana,1594,2015,75.0,Canada,4.0,Blend,Venezuela,56.130366,-106.346771,6.42375,-66.58973
290,Soma,Patanemo,1077,2013,70.0,Canada,3.75,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
291,Soma,"Maracaibo,El Vigia",1077,2013,70.0,Canada,4.0,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
292,Soma,Orinoco,1173,2013,70.0,Canada,3.25,Forastero,Venezuela,56.130366,-106.346771,6.42375,-66.58973
293,Soma,Carenero Superior,951,2012,70.0,Canada,3.75,Trinitario,Venezuela,56.130366,-106.346771,6.42375,-66.58973
294,Soma,Chuao,688,2011,70.0,Canada,3.5,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
295,Soma,Ocumare,387,2009,70.0,Canada,3.75,Criollo,Venezuela,56.130366,-106.346771,6.42375,-66.58973
296,Soul,Venezuela,1936,2017,75.0,Canada,3.5,Blend,Venezuela,56.130366,-106.346771,6.42375,-66.58973
297,Amedei,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,41.87194,12.56738,6.42375,-66.58973
298,Amedei,Chuao,111,2007,70.0,Italy,5.0,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
299,Amedei,Venezuela,123,2007,70.0,Italy,3.75,Trinitario (85% Criollo),Venezuela,41.87194,12.56738,6.42375,-66.58973
300,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,Blend,Venezuela,41.87194,12.56738,6.42375,-66.58973
301,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,41.87194,12.56738,6.42375,-66.58973
302,Domori,"IL100,H San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,41.87194,12.56738,6.42375,-66.58973
303,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,41.87194,12.56738,6.42375,-66.58973
304,Domori,"Canoabo,Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,41.87194,12.56738,6.42375,-66.58973
305,Domori,"Chuao,Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
306,Domori,"Carupano,H San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
307,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,41.87194,12.56738,6.42375,-66.58973
308,Domori,"Ocumare 61,Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,41.87194,12.56738,6.42375,-66.58973
309,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
310,Domori,"Ocumare 67,Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,41.87194,12.56738,6.42375,-66.58973
311,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
312,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
313,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,Blend,Venezuela,41.87194,12.56738,6.42375,-66.58973
314,Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,Blend,Venezuela,41.87194,12.56738,6.42375,-66.58973
315,Urzi,"Sur del Lago,Merida",1327,2014,65.0,Italy,3.25,Trinitario,Venezuela,41.87194,12.56738,6.42375,-66.58973
316,Artisan du Chocolat,Venezuela,486,2010,100.0,United Kingdom,1.75,Blend,Venezuela,55.378051,-3.435973,6.42375,-66.58973
317,Artisan du Chocolat,"Ocumare,Venezuela",355,2009,75.0,United Kingdom,2.5,"Criollo, Trinitario",Venezuela,55.378051,-3.435973,6.42375,-66.58973
318,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,United Kingdom,3.75,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
319,Doble & Bignall,Puerto Cabello,1688,2015,85.0,United Kingdom,3.0,Blend,Venezuela,55.378051,-3.435973,6.42375,-66.58973
320,Doble & Bignall,"Puerto Cabello,Mantuano",1371,2014,72.0,United Kingdom,3.25,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
321,Dormouse,"Rio Caribe,Batch 7",1672,2015,70.0,United Kingdom,2.5,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
322,Duffy's,Ocumare,923,2012,72.0,United Kingdom,3.75,Blend,Venezuela,55.378051,-3.435973,6.42375,-66.58973
323,Duffy's,Ocumare,765,2011,71.0,United Kingdom,3.5,Blend,Venezuela,55.378051,-3.435973,6.42375,-66.58973
324,Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,United Kingdom,2.75,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
325,Pump Street Bakery,"Patanemo Vil,Carabobo State,Tisano family",1223,2014,75.0,United Kingdom,2.75,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
326,Willie's Cacao,Hacienda Las Trincheras,593,2010,72.0,United Kingdom,3.5,Blend,Venezuela,55.378051,-3.435973,6.42375,-66.58973
327,Willie's Cacao,Rio Caribe,457,2009,72.0,United Kingdom,3.25,Trinitario,Venezuela,55.378051,-3.435973,6.42375,-66.58973
328,"Smooth Chocolator, The","Guasare,La Sierra de Perija,batch gua001",1740,2016,70.0,Australia,3.75,Criollo,Venezuela,-25.274398,133.775136,6.42375,-66.58973
329,"Smooth Chocolator, The","Chuao,batch 3",1666,2015,70.0,Australia,3.75,Trinitario,Venezuela,-25.274398,133.775136,6.42375,-66.58973
330,Benoit Nihant,Chuao,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,50.503887,4.469936,6.42375,-66.58973
331,Benoit Nihant,Cuyagua Village,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,50.503887,4.469936,6.42375,-66.58973
332,Neuhaus (Callebaut),Ocumare,24,2006,71.0,Belgium,3.0,Criollo,Venezuela,50.503887,4.469936,6.42375,-66.58973
333,Pierre Marcolini,Chuao,478,2010,75.0,Belgium,3.0,Criollo,Venezuela,50.503887,4.469936,6.42375,-66.58973
334,Pierre Marcolini,"Ocumare,Puerto Cabello,Venezuela",93,2006,72.0,Belgium,4.0,Criollo,Venezuela,50.503887,4.469936,6.42375,-66.58973
335,Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,51.165691,10.451526,6.42375,-66.58973
336,Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,51.165691,10.451526,6.42375,-66.58973
337,Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,51.165691,10.451526,6.42375,-66.58973
338,Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,51.165691,10.451526,6.42375,-66.58973
339,Coppeneur,"Porcelana,Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,51.165691,10.451526,6.42375,-66.58973
340,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,51.165691,10.451526,6.42375,-66.58973
341,Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
342,Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
343,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
344,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
345,Cacao de Origen,"Chuao,Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
346,Cacao de Origen,"Chuao,Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
347,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
348,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
349,El Rey,"Rio Caribe,Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
350,El Rey,"Rio Caribe,Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,6.42375,-66.58973,6.42375,-66.58973
351,El Rey,"Carenero Superior,Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,6.42375,-66.58973,6.42375,-66.58973
352,El Rey,"Carenero Superior,Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,6.42375,-66.58973,6.42375,-66.58973
353,El Rey,"Carenero Superior,Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,6.42375,-66.58973,6.42375,-66.58973
354,El Rey,"Carenero Superior,Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,6.42375,-66.58973,6.42375,-66.58973
355,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
356,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
357,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
358,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
359,Suruca Chocolate,Venezuela,1796,2016,70.0,Venezuela,2.75,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
360,Suruca Chocolate,Venezuela,1796,2016,60.0,Venezuela,3.0,Blend,Venezuela,6.42375,-66.58973,6.42375,-66.58973
361,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,36.204824,138.252924,6.42375,-66.58973
362,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Blend,Venezuela,36.204824,138.252924,6.42375,-66.58973
363,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,-40.900557,174.885971,6.42375,-66.58973
364,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,Blend,Venezuela,-38.416097,-63.616672,6.42375,-66.58973
365,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,-38.416097,-63.616672,6.42375,-66.58973
366,Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,-38.416097,-63.616672,6.42375,-66.58973
367,Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela,-38.416097,-63.616672,6.42375,-66.58973
368,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,15.783471,-90.230759,6.42375,-66.58973
369,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Blend,Venezuela,39.399872,-8.224454,6.42375,-66.58973
370,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,Blend,Venezuela,31.046051,34.851612,6.42375,-66.58973
371,Malmo,Chuao,1856,2016,70.0,Sweden,3.0,Blend,Venezuela,60.128161,18.643501,6.42375,-66.58973
372,Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,51.919438,19.145136,6.42375,-66.58973
373,Na�ve,Chuao,1399,2014,75.0,Lithuania,2.75,Trinitario,Venezuela,55.169438,23.881275,6.42375,-66.58973
374,Na�ve,Barinas,1399,2014,70.0,Lithuania,3.0,Blend,Venezuela,55.169438,23.881275,6.42375,-66.58973
375,Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,Blend,Venezuela,47.162494,19.503304,6.42375,-66.58973
376,Rozsavolgyi,"Rio Caribe Superior,Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela,47.162494,19.503304,6.42375,-66.58973
377,Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela,47.162494,19.503304,6.42375,-66.58973
378,Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,Blend,Venezuela,47.162494,19.503304,6.42375,-66.58973
379,Rozsavolgyi,"Aragua,Trincheras",717,2011,70.0,Hungary,3.5,Blend,Venezuela,47.162494,19.503304,6.42375,-66.58973
380,Szanto Tibor,Porcelana,1263,2014,70.0,Hungary,3.5,Criollo,Venezuela,47.162494,19.503304,6.42375,-66.58973
381,Szanto Tibor,Crudo,761,2011,70.0,Hungary,3.0,Blend,Venezuela,47.162494,19.503304,6.42375,-66.58973
382,A. Morin,Cuba,1315,2014,70.0,France,3.5,Blend,Cuba,46.227638,2.213749,21.521757,-77.781167
383,Bonnat,Cuba,629,2011,75.0,France,3.5,Trinitario,Cuba,46.227638,2.213749,21.521757,-77.781167
